sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation
0|Replacing coffee with chocolate milk? No wonder morning headache still on |-0.8000000000000002|0.9|0.8000000000000002|The sentiment is consistently negative in all explanations, with dissatisfaction and frustration expressed towards replacing coffee with chocolate milk, specifically due to the mention of a morning headache.
0|@MissSarcastic Youtube won't let me watch the vid for some reason |-0.35000000000000003|0.7666666666666666|0.8000000000000002|The overall sentiment is negative as the user expresses frustration with not being able to watch a video on YouTube, despite one explanation suggesting a slightly positive sentiment.
1|So they pulled it off? Congrats to the Cavs. I know Usher is happy. |0.8666666666666667|0.8666666666666667|0.8333333333333334|"The overall sentiment is positive, as indicated by the use of words like ""congrats"" and ""happy"" to express joy and admiration for the success of the Cleveland Cavaliers, with Usher's happiness reinforcing this positive sentiment."
0|pouring with rain in Sydney |-0.13333333333333336|0.8333333333333334|0.8666666666666667|The overall sentiment towards the weather in Sydney is slightly negative, but the mention of heavy rain and its potential benefits for the city's water supply and reducing drought conditions adds a slight positive aspect. Additionally, the intensity and drama of the rain, along with the association with the vibrant atmosphere of Sydney, can evoke a positive response.
0|iPod touch = brick.  |-0.7333333333333334|0.9|0.8333333333333334|The user's negative sentiment towards the iPod touch is supported by the comparison of it to a useless object, indicating a high confidence level in the negative sentiment.
0|@featureBlend Me either   So Sad!!!!  LOVE #LeBron!!!|0.13333333333333333|0.8000000000000002|0.8000000000000002|The sentiment score is slightly positive, reflecting positive sentiment towards LeBron James, however, there is some disappointment expressed in the text.
1|thinks the moon looks fantabulous tonight. I'm headed to mcdonalds with my Mom. |0.8333333333333334|0.8666666666666667|0.7666666666666666|"The explanations suggest that the sentiment score is positive because the user expresses excitement about the moon and going to McDonald's with their mom, indicated by the use of the word ""fantabulous,"" and the high confidence rating supports the positive sentiment rating."
1|@athena422 Right on...I saw 'Ryche in Vegas at the end of April and they were awesome as usual |0.8666666666666667|0.9|0.9166666666666666|"The majority of explanations point to a positive sentiment in the text, indicating that the user had an exciting and satisfying experience at the 'Ryche concert in Vegas, describing it as ""awesome"" and using positive words such as ""usual."""
1|@RoundSparrow Awesome - hope it was great! I am about 2 hours away from seeing it at the Sydney (now second world viewing) premiere |0.85|0.8666666666666667|0.9666666666666667|The text consistently expresses positive sentiment, with the user displaying excitement, anticipation, and a positive attitude towards the movie premiere.
0|Like the tweetdeck for iPhone  - can't sync columns ATM tho |0.5333333333333333|0.8000000000000002|0.7666666666666666|The overall sentiment is moderately positive, with the user expressing liking for Tweetdeck for iPhone but noting a current problem with syncing columns.
0|sick! fever-ish, flu-ish, headache-ish |-0.7666666666666666|0.8333333333333334|0.8666666666666667|The explanations consistently indicate a negative sentiment, as the prompt uses words associated with feeling sick, such as fever, flu, and headache, which typically indicate discomfort and illness.
0|@MusicSnob75 I want starbucks and have no time to stop before work |0.2333333333333333|0.7333333333333334|0.8333333333333334|The explanations suggest that the sentiment of the text is slightly positive, with a desire for Starbucks being mentioned, but the overall tone being neutral and the sentiment score not very strong.
0|has a stupid stomach ache and fever |-0.8000000000000002|0.9|0.8666666666666667|"The user's statement about feeling sick with a stomach ache and fever has a very negative sentiment, evident from the high score of -0.8 and the use of the word ""stupid"". The sentiment analyzer is confident in this rating."
0|@1vs100XboxLIVE just got dropped again before the game started. |-0.8166666666666668|0.9|0.8166666666666668|The sentiment score, confidence rating, and explanation grade all indicate a highly negative sentiment with a high level of confidence and well-supported explanation. The text expresses frustration and disappointment with the Xbox Live service dropping again, contributing to the negative sentiment.
0|gr8t my face is very itchy |-0.26666666666666666|0.7666666666666666|0.8333333333333334|The sentiment score is slightly negative with a high confidence level due to the user expressing discomfort and annoyance with an itchy face. The directness and explicit mention of the sentiment contribute to the high confidence rating.
1|@petrobrasbrazil i have a new follower which i like @petrobrasbrazil please take care of nature |0.6|0.8333333333333334|0.8666666666666667|The sentiment of the text is positive as the user expresses liking for a new follower and requests them to take care of nature, indicating a positive attitude and an environmental concern.
0|suddenly realized i do not know where my taylor swift love bracelet is and am very sad about it        where oh where could it be....|-0.8000000000000002|0.8333333333333334|0.7333333333333334|The sentiment score is -0.8, indicating a negative sentiment with high confidence. The user expresses sadness about losing their Taylor Swift love bracelet, emphasizing the feeling of loss and frustration.
1|@seattlemommy you rock!!  i need to get motivated to run a race... |0.9|0.8833333333333333|0.8333333333333334|The text is highly positive, expressing admiration and enthusiasm towards @seattlemommy and acknowledging the need for motivation to run a race. The use of positive language, exclamation marks, and compliments further enhance the positive sentiment.
0|chillin re-watching INSIDE THE OBAMA WHITE HOUSE...I love our Pres and his family |0.8000000000000002|0.9|0.8333333333333334|"The text shows a clear positive sentiment towards watching ""Inside the Obama White House,"" with an expression of love for the former President and his family, as indicated by the use of words like ""love"" and ""chillin."""
1|@noahbeaar Hi Noah! Omgsh I Think Your So Cute, You Look Like Miley  Awwww! How Are Youu? Im 14 &amp; From London...Names Charlotte Hay! x|0.8000000000000002|0.9|0.8000000000000002|"The explanations suggest that the text is rated as positive because the user expresses admiration and excitement towards Noah, uses words like ""cute"" and ""awww,"" and includes exclamation marks and emojis to convey enthusiasm and excitement."
0|iPhones r so cool but so expensive have tried to convince parentals about buying one but they are like 400 quid so no chance |-0.13333333333333333|0.8666666666666667|0.8000000000000002|The sentiment is slightly positive as the user finds iPhones cool, but expresses concern about their high price and doubts about convincing their parents due to the cost.
0|Hayfever S.O.S.! Forget about Xyzall, Zyrtec, Aerius or Allerfre. Who's got stuff that WORKS for me? I'm dying out here (esp. my eyes)... |-0.09999999999999998|0.8333333333333334|0.7666666666666666|The sentiment score is slightly positive with a high confidence rating. The explanation is reasonably clear, expressing frustration but also seeking a solution for hayfever.
0|Having problems setting up Cairo Dock on Ubuntu  Some of the cairo themes I saw on youtube look awesome!|0.5|0.8000000000000002|0.8333333333333334|The overall sentiment of the text is positive, as the user expresses excitement about the themes they saw on YouTube, although they also mention having difficulties setting up Cairo Dock on Ubuntu.
0|Funeral today for Blake Kurtz  cancer is yucky!|-0.8000000000000002|0.9|0.5333333333333333|"The sentiment score is consistently negative due to multiple negative mentions of cancer, including the word ""yucky"" and the mention of attending a funeral, resulting in a clear and confident negative sentiment towards the subject."
1|You Belong With Me-Taylor Swift ? |0.5333333333333333|0.6|0.5666666666666668|"The sentiment of the song ""You Belong With Me"" by Taylor Swift is generally positive, as it expresses a longing for love and connection that evokes positive emotions and feelings of romance."
