sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation
0|So there is no way for me to plug it in here in the US unless I go by a converter.|-0.0333333333333333|0.8166666666666668|0.7666666666666666|The sentiment score is slightly positive with a minor inconvenience mentioned, but overall not strongly positive or negative. The mention of needing a converter suggests some inconvenience, but the overall tone is neutral without strong emotions.
1|Good case, Excellent value.|1.0|0.9333333333333332|0.9666666666666668|"The explanations suggest that the overall sentiment of the statement is positive, as it uses positive words like ""good"" and ""excellent"" to describe the case and value, and expresses satisfaction and appreciation for the quality and worth."
1|Great for the jawbone.|0.8666666666666667|0.8666666666666667|0.8666666666666666|"The consensus is that the statement ""Great for the jawbone"" has a positive sentiment as the word ""great"" indicates a positive opinion and the mention of ""jawbone"" suggests it is beneficial for oral health or suitable for its intended purpose."
0|Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!|-0.7333333333333334|0.8666666666666667|0.85|The sentiment of the text is negative due to the user's frustration and dissatisfaction with being tied to a charger for conversations lasting more than 45 minutes, as they perceive it to be a major problem.
1|The mic is great.|1.0|0.9333333333333332|0.9333333333333332|The statement expresses a highly positive sentiment towards the mic, with a strong level of confidence, emphasizing the user's satisfaction and favorability.
0|I have to jiggle the plug to get it to line up right to get decent volume.|0.2|0.7666666666666666|0.5666666666666668|The overall sentiment of the explanations suggests a slightly positive sentiment because the user is able to achieve decent volume after jiggling the plug, indicating a functional solution to the issue.
0|If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.|0.5|0.7833333333333333|0.7666666666666666|"The sentiment of the text is slightly positive, as the mention of ""fun"" suggests enjoyment in sending individual messages to multiple contacts, while the neutral tone brings down the overall sentiment."
1|If you are Razr owner...you must have this!|0.8333333333333334|0.9|0.9|The explanations indicate a strong and positive sentiment towards the product, with a high level of endorsement and enthusiasm expressed.
0|Needless to say, I wasted my money.|-0.8333333333333334|0.9|0.9|"The majority of explanations suggest that the statement ""Needless to say, I wasted my money"" expresses a clear and negative sentiment, indicating disappointment, regret, and dissatisfaction with the purchase."
0|What a waste of money and time!.|-0.7666666666666666|0.9|0.9333333333333332|The explanations indicate that the sentiment expressed is strongly negative, emphasizing dissatisfaction, frustration, and disappointment with the wasted money and time.
1|And the sound quality is great.|1.0|0.9|0.9333333333333332|"The majority opinion is that the statement ""the sound quality is great"" expresses positive sentiment and satisfaction with the sound quality."
1|He was very impressed when going from the original battery to the extended battery.|0.8666666666666667|0.8666666666666667|0.8666666666666667|"The overall sentiment can be summarized as positive, as the person expressed being ""impressed"" and ""very impressed"" with the transition from the original battery to the extended battery."
0|If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.|-0.6|0.8000000000000002|0.9|The user expressed a negative sentiment towards the headset's performance due to experiencing excessive static and garbled sound at a small distance, supporting the sentiment rating.
1|Very good quality though|0.9|0.8666666666666667|0.9666666666666668|"On average, the explanations suggest that the phrase ""Very good quality"" conveys a positive sentiment, with the use of the word ""though"" potentially slightly lowering the sentiment score."
0|"The design is very odd, as the ear ""clip"" is not very comfortable at all."|-0.6999999999999998|0.8333333333333334|0.8000000000000002|The sentiment score is consistently negative across all explanations due to dissatisfaction with the odd design and uncomfortable ear clip, resulting in a high confidence rating. The user's negative sentiment is primarily attributed to the negative impact of the design element on the overall user experience.
1|Highly recommend for any one who has a blue tooth phone.|0.9333333333333332|0.9|0.9|The explanations reflect a positive sentiment towards the product, with strong recommendations based on personal experience and the product's compatibility with Bluetooth phones.
0|I advise EVERYONE DO NOT BE FOOLED!|-0.4333333333333333|0.8333333333333334|0.8333333333333334|The overall sentiment of the prompt is negative, as indicated by the use of capital letters, strong language, and a warning or cautionary tone, which suggests urgency and potential deception.
1|So Far So Good!.|1.0|0.9|0.9666666666666668|"The phrase ""So Far So Good!"" conveys a positive sentiment, emphasizing that things have been going well and the user is satisfied with the current situation."
1|Works great!.|1.0|0.9666666666666668|0.6666666666666666|"The general consensus among the explanations is that the phrase ""Works great!"" signifies a positive sentiment due to the high level of satisfaction and success implied by the word choice and exclamation mark."
0|It clicks into place in a way that makes you wonder how long that mechanism would last.|-0.1666666666666666|0.8000000000000002|0.7999999999999999|The sentiment analysis indicates a slightly negative sentiment with a high confidence rating, attributed to doubts and concerns about the durability of the mechanism mentioned in the explanations.
0|I went on Motorola's website and followed all directions, but could not get it to pair again.|-0.1666666666666666|0.8333333333333334|0.8000000000000002|The user's sentiment is mixed, with frustration over not being able to pair the device but also a proactive and positive attitude towards resolving the issue by following instructions.
1|I bought this to use with my Kindle Fire and absolutely loved it!|0.9333333333333332|0.8333333333333334|0.9|Overall, the sentiment is highly positive as the user expresses strong love for the product and satisfaction with its compatibility with their Kindle Fire.
0|The commercials are the most misleading.|-0.4333333333333333|0.8666666666666667|0.85|The majority of explanations indicate a negative sentiment towards the commercials, suggesting a level of dissatisfaction and implying deceitfulness or dishonesty.
1|I have yet to run this new battery below two bars and that's three days without charging.|0.8666666666666667|0.9|0.9333333333333332|The overall sentiment is positive as the user is satisfied with the battery's performance, lasting three days without charging and still having two bars remaining, indicating impressive longevity.
0|I bought it for my mother and she had a problem with the battery.|-0.0999999999999999|0.7666666666666666|0.8666666666666667|The summary explanation is that the sentiment is slightly positive, despite a problem with the battery, because the user bought it as a thoughtful gesture for their mother.
1|Great Pocket PC / phone combination.|1.0|0.9|0.9333333333333332|"All explanations suggest that the statement ""Great Pocket PC / phone combination"" is highly positive and indicates satisfaction with the device's usefulness, effectiveness, and straightforwardness."
1|I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.|0.9666666666666668|0.9|0.9666666666666668|The user's statement is overwhelmingly positive, expressing a high level of satisfaction with the phone after owning it for 7 months.
0|I didn't think that the instructions provided were helpful to me.|-0.6666666666666666|0.8333333333333334|0.8333333333333334|The user expressed dissatisfaction with the instructions, indicating a negative sentiment.
0|People couldnt hear me talk and I had to pull out the earphone and talk on the phone.|-0.6|0.8000000000000002|0.8333333333333334|The overall sentiment expressed in the text is negative, as there is frustration and inconvenience conveyed by the user's difficulty in being heard and resorting to using the phone.
0|Doesn't hold charge.|-0.8333333333333334|0.8833333333333333|0.8333333333333334|"The general sentiment conveyed by the phrase ""doesn't hold charge"" is overwhelmingly negative, as it denotes a problem with the device's battery life and power retention."
0|This is a simple little phone to use, but the breakage is unacceptible.|-0.0999999999999999|0.7999999999999999|0.8333333333333334|The sentiment is overall slightly positive, with the main positive aspect being the user finding the phone easy to use, but the sentiment is slightly dampened by the dissatisfaction with the breakage.
1|This product is ideal for people like me whose ears are very sensitive.|0.9333333333333332|0.8333333333333334|0.9333333333333332|The majority of explanations state that the product is rated as positive because it is described as ideal for people with sensitive ears, suggesting that it meets their specific needs and requirements, resulting in a high level of satisfaction.
0|It is unusable in a moving car at freeway speed.|-0.7666666666666666|0.9|0.7000000000000001|The explanations highlight that the user had a negative experience with the product, specifically regarding its usability in a moving car at freeway speed, resulting in frustration and dissatisfaction.
0|I have two more years left in this contract and I hate this phone.|-0.6333333333333333|0.8333333333333334|0.7999999999999999|The overall sentiment of the text is negative as the user expresses strong dissatisfaction and hatred towards their phone, suggesting a strong negative emotion.
1|Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended|0.9333333333333332|0.9|0.9666666666666668|"The explanations overall convey a positive sentiment towards the product, highlighting the convenience of including both a car charger and an AC charger and emphasizing the phrase ""highly recommended""."
0|You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.|-0.1333333333333333|0.8000000000000002|0.9|The overall sentiment of the text is slightly negative, with mentions of frustration and dissatisfaction due to the need for 3 minutes to access the phone book and the short battery life. However, the tone is not extremely negative.
1|It has kept up very well.|0.8333333333333334|0.8333333333333334|0.8666666666666667|"The general consensus from the explanations is that the statement ""It has kept up very well"" suggests a positive sentiment because it implies consistent and effective performance or maintenance over time."
0|Poor Talk Time Performance.|-0.7666666666666666|0.8666666666666667|0.9|"The overall sentiment of the phrase ""Poor Talk Time Performance"" is negative, indicating dissatisfaction or disappointment with the talk time performance."
1|The case is great and works fine with the 680.|0.9333333333333332|0.9|0.8666666666666667|The average summary of the explanations is that the user's statement is positive and the sentiment analyzer is confident in this rating, as the user expresses satisfaction with the case's compatibility with the 680.
0|worthless product.|-0.8666666666666667|0.8666666666666667|0.9166666666666666|"In summary, the phrase ""worthless product"" conveys a strongly negative sentiment, expressing dissatisfaction and disappointment with the perceived lack of value or usefulness."
1|It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.|0.9|0.9|0.9|The explanations consistently point to a positive sentiment towards the camera, with users praising its picture quality and clarity.
0|I was not impressed by this product.|-0.6666666666666666|0.8833333333333333|0.8333333333333334|The overall sentiment expressed in the explanations is negative, indicating disappointment or dissatisfaction with the product due to unmet expectations of the user.
1|Nice headset priced right.|0.8666666666666667|0.9166666666666666|0.9|"The majority of the explanations suggest that the statement is positive as it highlights the headset's quality and affordability, using terms like ""nice"" and ""priced right,"" indicating satisfaction with the product."
0|I only hear garbage for audio.|-0.7333333333333334|0.8666666666666667|0.8333333333333334|"The statement shows a negative sentiment due to dissatisfaction with the audio quality, specifically mentioned as ""garbage"". The sentiment analysis confidently rates the sentiment as negative based on the clear expression of dissatisfaction."
