sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation
1|A fantastic neighborhood gem !!!|1.0|0.9|1.0|"The explanation generally states that the prompt is highly positive, with words like ""fantastic"" and ""gem"" indicating enthusiasm and satisfaction, and the presence of exclamation marks reinforcing the positive sentiment."
1|I can't wait to go back.|1.0|0.9|0.8000000000000002|"The phrase ""I can't wait to go back"" expresses a highly positive sentiment with a strong sense of anticipation, excitement, and eagerness to return."
0|The plantains were the worst I've ever tasted.|-0.8666666666666667|0.9|0.8333333333333334|The majority of explanations indicate that the sentence expresses a strong negative sentiment towards the plantains, with the person describing them as the worst they've ever tasted.
1|It's a great place and I highly recommend it.|0.9333333333333332|0.9|0.9666666666666667|The explanations consistently indicate a highly positive sentiment with strong endorsement and no ambiguity, resulting in a confident positive sentiment.
0|Service was slow and not attentive.|-0.8000000000000002|0.9|0.8333333333333334|The overall sentiment expressed in the explanations is highly negative, as it consistently mentions dissatisfaction with slow and inattentive service.
1|I gave it 5 stars then, and I'm giving it 5 stars now.|1.0|0.8833333333333333|0.9|The user consistently gives a perfect rating of 5 stars, indicating a strong and positive sentiment towards the subject.
0|Your staff spends more time talking to themselves than me.|-0.7333333333333334|0.8666666666666667|0.8000000000000002|The sentiment score is consistently negative and the explanations consistently highlight the staff's lack of attention to the user's needs and prioritization of their own conversations, leading to dissatisfaction.
1|Dessert: Panna Cotta was amazing.|1.0|0.8666666666666667|0.9|"The dessert is positively described as ""amazing"" multiple times, indicating a highly enjoyable experience and a strong positive sentiment."
1|Very good food, great atmosphere.1|0.9333333333333332|0.8666666666666667|0.9666666666666667|"The text consistently uses positive words like ""very good"" and ""great,"" reflecting a positive sentiment towards the food and atmosphere."
1|Damn good steak.|0.9333333333333332|0.8666666666666667|0.8833333333333333|"The consensus among the explanations is that the phrase ""Damn good steak"" is a highly positive statement with strong emphasis on the word ""good,"" indicating a high level of satisfaction and enjoyment."
0|Total brunch fail.|-0.8666666666666667|0.8333333333333334|0.8333333333333334|"The phrase ""Total brunch fail"" has a strong negative connotation, suggesting a highly negative sentiment due to disappointment or dissatisfaction with the brunch experience."
1|Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.|0.8833333333333333|0.9166666666666666|0.9333333333333332|"The overall sentiment of the statement is positive, as indicated by positive words such as ""reasonable,"" ""spot on,"" ""home made,"" and the mention of slaw not being drenched in mayo."
1|The decor is nice, and the piano music soundtrack is pleasant.|0.8000000000000002|0.9|0.8666666666666667|The user's positive sentiment is evident in the descriptions of the nice decor and pleasant piano music, which contributed to a pleasant and enjoyable experience.
1|The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!|0.9|0.9|0.9|"The explanations indicate that the sentiment towards the steak and seafood plate is overwhelmingly positive and enthusiastic, with words like ""amazing"" and ""best"" being used, along with exclamation marks."
1|Good food , good service .|1.0|0.9|1.0|"The repeated mention of ""good food"" and ""good service"" conveys a positive sentiment with no negative words present."
1|It was absolutely amazing.|1.0|0.9333333333333332|0.9333333333333332|"The phrase ""absolutely amazing"" conveys a highly positive sentiment, intensifying the positivity and indicating a strong level of excitement or satisfaction."
0|I probably won't be back, to be honest.|-0.6|0.8000000000000002|0.8666666666666667|The text has a clear and well-reasoned negative sentiment, with a high level of confidence, as the user states that they probably won't be back, and provides context and credibility to their statement.
1|will definitely be back!|1.0|0.9|0.5333333333333333|"The text ""will definitely be back!"" expresses a strong positive sentiment with high confidence, indicating a positive experience and intention to return again."
1|The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.|0.9|0.8000000000000002|0.8000000000000002|"The overall sentiment expressed in the explanations is clearly positive, as the sandwich is described as excellent and the word ""excellent"" is used multiple times, indicating a high level of satisfaction. Additionally, the mention of auju sauce adds to the positive sentiment."
1|Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.|0.8666666666666667|0.8333333333333334|0.8666666666666667|Overall, the explanations indicate that the smoothies were enjoyed and had a positive taste experience, with the user specifically mentioning their enjoyment of three different flavors.
0|Went for lunch - service was slow.|-0.6666666666666666|0.8333333333333334|0.8666666666666667|Overall, the sentiment score is negative due to dissatisfaction with the slow service during lunch, as indicated by multiple explanations. The explanations are clear, concise, and well-supported.
0|We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.|-0.3|0.8333333333333334|0.8666666666666667|The sentiment score is slightly negative as the user expressed disappointment after having high expectations, but the disappointment is not overly strong. The language used in the explanation suggests a sense of letdown.
0|I was mortified.|-0.8000000000000002|0.9|0.9|"The word ""mortified"" indicates a strong negative sentiment with a high level of confidence in the rating, based on the intensity and clarity of the sentiment expressed."
0|Needless to say, we will never be back here again.|-0.8333333333333334|0.9|0.8666666666666667|The sentiment of the text is strongly negative, with a clear expression of dissatisfaction and a strong aversion towards the mentioned situation or place.
0|Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.|-0.65|0.8666666666666667|0.8333333333333334|The sentiment analysis indicates a negative sentiment due to dissatisfaction and disappointment expressed by the user regarding the food not being filling and not worth the price paid. The confidence rating for this analysis is high.
